"database_name","table_name","index_name","last_update","stat_name","stat_value","sample_size","stat_description"
"zabbix","maintenances_groups","maintenances_groups_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_groups","maintenances_groups_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","groupid"
"zabbix","maintenances_groups","maintenances_groups_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","groupid,maintenance_groupid"
"zabbix","maintenances_groups","maintenances_groups_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_groups","maintenances_groups_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_hosts","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","maintenance_hostid"
"zabbix","maintenances_hosts","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_hosts","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_hosts","maintenances_hosts_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","maintenanceid"
"zabbix","maintenances_hosts","maintenances_hosts_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","maintenanceid,hostid"
"zabbix","maintenances_hosts","maintenances_hosts_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_hosts","maintenances_hosts_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_hosts","maintenances_hosts_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","hostid"
"zabbix","maintenances_hosts","maintenances_hosts_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","hostid,maintenance_hostid"
"zabbix","maintenances_hosts","maintenances_hosts_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_hosts","maintenances_hosts_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_windows","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","maintenance_timeperiodid"
"zabbix","maintenances_windows","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_windows","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_windows","maintenances_windows_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","maintenanceid"
"zabbix","maintenances_windows","maintenances_windows_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","maintenanceid,timeperiodid"
"zabbix","maintenances_windows","maintenances_windows_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_windows","maintenances_windows_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","maintenances_windows","maintenances_windows_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","timeperiodid"
"zabbix","maintenances_windows","maintenances_windows_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","timeperiodid,maintenance_timeperiodid"
"zabbix","maintenances_windows","maintenances_windows_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","maintenances_windows","maintenances_windows_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","mappings","PRIMARY","30/1/2020 22:05:15","n_diff_pfx01","933","4","mappingid"
"zabbix","mappings","PRIMARY","30/1/2020 22:05:15","n_leaf_pages","4",,"Number of leaf pages in the index"
"zabbix","mappings","PRIMARY","30/1/2020 22:05:15","size","5",,"Number of pages in the index"
"zabbix","mappings","mappings_1","30/1/2020 22:05:15","n_diff_pfx01","80","2","valuemapid"
"zabbix","mappings","mappings_1","30/1/2020 22:05:15","n_diff_pfx02","933","2","valuemapid,mappingid"
"zabbix","mappings","mappings_1","30/1/2020 22:05:15","n_leaf_pages","2",,"Number of leaf pages in the index"
"zabbix","mappings","mappings_1","30/1/2020 22:05:15","size","3",,"Number of pages in the index"
"zabbix","media","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","mediaid"
"zabbix","media","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","media","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","media","media_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","userid"
"zabbix","media","media_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","userid,mediaid"
"zabbix","media","media_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","media","media_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","media","media_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","mediatypeid"
"zabbix","media","media_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","mediatypeid,mediaid"
"zabbix","media","media_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","media","media_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","media_type","PRIMARY","30/1/2020 22:05:10","n_diff_pfx01","3","1","mediatypeid"
"zabbix","media_type","PRIMARY","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","media_type","PRIMARY","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","media_type","media_type_1","30/1/2020 22:05:10","n_diff_pfx01","3","1","description"
"zabbix","media_type","media_type_1","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","media_type","media_type_1","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opcommand","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opcommand","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand","opcommand_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","scriptid"
"zabbix","opcommand","opcommand_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","scriptid,operationid"
"zabbix","opcommand","opcommand_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand","opcommand_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_grp","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","opcommand_grpid"
"zabbix","opcommand_grp","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_grp","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_grp","opcommand_grp_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opcommand_grp","opcommand_grp_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,opcommand_grpid"
"zabbix","opcommand_grp","opcommand_grp_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_grp","opcommand_grp_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_grp","opcommand_grp_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","groupid"
"zabbix","opcommand_grp","opcommand_grp_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","groupid,opcommand_grpid"
"zabbix","opcommand_grp","opcommand_grp_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_grp","opcommand_grp_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_hst","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","opcommand_hstid"
"zabbix","opcommand_hst","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_hst","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_hst","opcommand_hst_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opcommand_hst","opcommand_hst_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,opcommand_hstid"
"zabbix","opcommand_hst","opcommand_hst_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_hst","opcommand_hst_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opcommand_hst","opcommand_hst_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","hostid"
"zabbix","opcommand_hst","opcommand_hst_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","hostid,opcommand_hstid"
"zabbix","opcommand_hst","opcommand_hst_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opcommand_hst","opcommand_hst_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opconditions","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","opconditionid"
"zabbix","opconditions","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opconditions","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opconditions","opconditions_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opconditions","opconditions_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,opconditionid"
"zabbix","opconditions","opconditions_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opconditions","opconditions_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","operations","PRIMARY","30/1/2020 22:05:10","n_diff_pfx01","10","1","operationid"
"zabbix","operations","PRIMARY","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","operations","PRIMARY","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","operations","operations_1","30/1/2020 22:05:10","n_diff_pfx01","5","1","actionid"
"zabbix","operations","operations_1","30/1/2020 22:05:10","n_diff_pfx02","10","1","actionid,operationid"
"zabbix","operations","operations_1","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","operations","operations_1","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opgroup","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","opgroupid"
"zabbix","opgroup","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opgroup","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opgroup","opgroup_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opgroup","opgroup_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,groupid"
"zabbix","opgroup","opgroup_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opgroup","opgroup_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opgroup","opgroup_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","groupid"
"zabbix","opgroup","opgroup_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","groupid,opgroupid"
"zabbix","opgroup","opgroup_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opgroup","opgroup_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opinventory","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opinventory","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opinventory","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opmessage","PRIMARY","30/1/2020 22:05:10","n_diff_pfx01","8","1","operationid"
"zabbix","opmessage","PRIMARY","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage","PRIMARY","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opmessage","opmessage_1","30/1/2020 22:05:10","n_diff_pfx01","1","1","mediatypeid"
"zabbix","opmessage","opmessage_1","30/1/2020 22:05:10","n_diff_pfx02","8","1","mediatypeid,operationid"
"zabbix","opmessage","opmessage_1","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage","opmessage_1","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opmessage_grp","PRIMARY","30/1/2020 22:05:10","n_diff_pfx01","4","1","opmessage_grpid"
"zabbix","opmessage_grp","PRIMARY","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_grp","PRIMARY","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opmessage_grp","opmessage_grp_1","30/1/2020 22:05:10","n_diff_pfx01","4","1","operationid"
"zabbix","opmessage_grp","opmessage_grp_1","30/1/2020 22:05:10","n_diff_pfx02","4","1","operationid,usrgrpid"
"zabbix","opmessage_grp","opmessage_grp_1","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_grp","opmessage_grp_1","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opmessage_grp","opmessage_grp_2","30/1/2020 22:05:10","n_diff_pfx01","1","1","usrgrpid"
"zabbix","opmessage_grp","opmessage_grp_2","30/1/2020 22:05:10","n_diff_pfx02","4","1","usrgrpid,opmessage_grpid"
"zabbix","opmessage_grp","opmessage_grp_2","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_grp","opmessage_grp_2","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","opmessage_usr","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","opmessage_usrid"
"zabbix","opmessage_usr","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_usr","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opmessage_usr","opmessage_usr_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","opmessage_usr","opmessage_usr_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,userid"
"zabbix","opmessage_usr","opmessage_usr_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_usr","opmessage_usr_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","opmessage_usr","opmessage_usr_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","userid"
"zabbix","opmessage_usr","opmessage_usr_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","userid,opmessage_usrid"
"zabbix","opmessage_usr","opmessage_usr_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","opmessage_usr","opmessage_usr_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","optemplate","PRIMARY","30/1/2020 22:05:09","n_diff_pfx01","0","1","optemplateid"
"zabbix","optemplate","PRIMARY","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","optemplate","PRIMARY","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","optemplate","optemplate_1","30/1/2020 22:05:09","n_diff_pfx01","0","1","operationid"
"zabbix","optemplate","optemplate_1","30/1/2020 22:05:09","n_diff_pfx02","0","1","operationid,templateid"
"zabbix","optemplate","optemplate_1","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","optemplate","optemplate_1","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","optemplate","optemplate_2","30/1/2020 22:05:09","n_diff_pfx01","0","1","templateid"
"zabbix","optemplate","optemplate_2","30/1/2020 22:05:09","n_diff_pfx02","0","1","templateid,optemplateid"
"zabbix","optemplate","optemplate_2","30/1/2020 22:05:09","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","optemplate","optemplate_2","30/1/2020 22:05:09","size","1",,"Number of pages in the index"
"zabbix","problem","PRIMARY","31/1/2020 00:09:21","n_diff_pfx01","15","1","eventid"
"zabbix","problem","PRIMARY","31/1/2020 00:09:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem","PRIMARY","31/1/2020 00:09:21","size","1",,"Number of pages in the index"
"zabbix","problem","problem_1","31/1/2020 00:09:21","n_diff_pfx01","2","1","source"
"zabbix","problem","problem_1","31/1/2020 00:09:21","n_diff_pfx02","3","1","source,object"
"zabbix","problem","problem_1","31/1/2020 00:09:21","n_diff_pfx03","14","1","source,object,objectid"
"zabbix","problem","problem_1","31/1/2020 00:09:21","n_diff_pfx04","15","1","source,object,objectid,eventid"
"zabbix","problem","problem_1","31/1/2020 00:09:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem","problem_1","31/1/2020 00:09:21","size","1",,"Number of pages in the index"
"zabbix","problem","problem_2","31/1/2020 00:09:21","n_diff_pfx01","2","1","r_clock"
"zabbix","problem","problem_2","31/1/2020 00:09:21","n_diff_pfx02","15","1","r_clock,eventid"
"zabbix","problem","problem_2","31/1/2020 00:09:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem","problem_2","31/1/2020 00:09:21","size","1",,"Number of pages in the index"
"zabbix","problem","problem_3","31/1/2020 00:09:21","n_diff_pfx01","2","1","r_eventid"
"zabbix","problem","problem_3","31/1/2020 00:09:21","n_diff_pfx02","15","1","r_eventid,eventid"
"zabbix","problem","problem_3","31/1/2020 00:09:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem","problem_3","31/1/2020 00:09:21","size","1",,"Number of pages in the index"
"zabbix","problem_tag","PRIMARY","30/1/2020 22:05:10","n_diff_pfx01","0","1","problemtagid"
"zabbix","problem_tag","PRIMARY","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem_tag","PRIMARY","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","n_diff_pfx01","0","1","eventid"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","n_diff_pfx02","0","1","eventid,tag"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","n_diff_pfx03","0","1","eventid,tag,value"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","n_diff_pfx04","0","1","eventid,tag,value,problemtagid"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","problem_tag","problem_tag_1","30/1/2020 22:05:10","size","1",,"Number of pages in the index"
"zabbix","profiles","PRIMARY","31/1/2020 00:18:21","n_diff_pfx01","10","1","profileid"
"zabbix","profiles","PRIMARY","31/1/2020 00:18:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","profiles","PRIMARY","31/1/2020 00:18:21","size","1",,"Number of pages in the index"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","n_diff_pfx01","1","1","userid"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","n_diff_pfx02","10","1","userid,idx"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","n_diff_pfx03","10","1","userid,idx,idx2"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","n_diff_pfx04","10","1","userid,idx,idx2,profileid"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","profiles","profiles_1","31/1/2020 00:18:21","size","1",,"Number of pages in the index"
"zabbix","profiles","profiles_2","31/1/2020 00:18:21","n_diff_pfx01","1","1","userid"
"zabbix","profiles","profiles_2","31/1/2020 00:18:21","n_diff_pfx02","10","1","userid,profileid"
"zabbix","profiles","profiles_2","31/1/2020 00:18:21","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","profiles","profiles_2","31/1/2020 00:18:21","size","1",,"Number of pages in the index"
"zabbix","proxy_autoreg_host","PRIMARY","30/1/2020 22:05:08","n_diff_pfx01","0","1","id"
"zabbix","proxy_autoreg_host","PRIMARY","30/1/2020 22:05:08","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","proxy_autoreg_host","PRIMARY","30/1/2020 22:05:08","size","1",,"Number of pages in the index"
"zabbix","proxy_autoreg_host","proxy_autoreg_host_1","30/1/2020 22:05:08","n_diff_pfx01","0","1","clock"
"zabbix","proxy_autoreg_host","proxy_autoreg_host_1","30/1/2020 22:05:08","n_diff_pfx02","0","1","clock,id"
"zabbix","proxy_autoreg_host","proxy_autoreg_host_1","30/1/2020 22:05:08","n_leaf_pages","1",,"Number of leaf pages in the index"
"zabbix","proxy_autoreg_host","proxy_autoreg_host_1","30/1/2020 22:05:08","size","1",,"Number of pages in the index"
"zabbix","proxy_dhistory","PRIMARY","30/1/2020 22:05:08","n_diff_pfx01","0","1","id"
"zabbix","proxy_dhistory","PRIMARY","30/1/2020 22:05:08","n_leaf_pages","1",,"Number of leaf pages in the index"
